item_id,store_code,a,b,y,pred,error,cost
91041,3,16.48,36.08,3.0,18.5956198035,5.19853993449,187.45226389
60429,all,42.74,85.01,50.0,55.759111729,0.115182234581,186.741077612
68949,all,42.73,77.99,8.0,23.7571006884,1.96963758606,186.620511313
130713,5,18.76,37.44,15.0,27.3136,0.820906666667,185.804698758
148388,3,18.72,4.88,44.0,37.1624400366,-0.155399090078,185.702741378
48945,all,45.59,10.34,15.0,35.4736440152,1.36490960101,185.530969004
63591,4,17.84,33.64,1.0,24.2624,23.2624,185.490236142
102651,1,13.16,3.68,3.0,22.9976,6.66586666667,185.488322712
2013,3,20.04,4.84,5.0,21.5469001083,3.30938002165,184.331311725
60416,1,13.28,5.12,28.0,14.1340079629,-0.495214001327,184.140374253
136718,1,13.04,3.32,15.0,29.0938968267,0.939593121782,183.784414621
110763,1,11.48,24.12,12.0,28.0086618129,1.33405515107,183.779437612
82830,2,10.92,3.2,17.0,33.8061625433,0.988597796662,183.523294972
57956,3,18.8,32.32,23.0,32.7375484115,0.423371670066,183.065910137
152269,2,12.8,2.68,12.0,26.286443322,1.1905369435,182.866474521
9543,5,21.92,7.52,27.0,5.2703588124,-0.804801525467,182.337207038
69045,4,15.04,29.96,106.0,118.076474941,0.113929008874,181.630183107
102429,all,45.68,15.23,27.0,15.3169138781,-0.432706893404,181.350983319
77957,4,18.2,4.32,16.0,29.852,0.86575,180.826436671
17372,5,21.36,35.68,32.0,16.6245498621,-0.480482816811,180.660116793
15888,all,43.32,92.77,2.0,18.2665123306,8.13325616528,180.650442937
7011,3,15.12,37.48,32.0,9.8703484731,-0.691551610215,180.447611812
40652,1,11.0,28.72,33.0,18.0208021956,-0.453915084983,180.245029914
75974,2,11.12,3.12,19.0,35.1540042722,0.850210751168,179.632527507
117618,4,18.64,35.68,41.0,33.1052103091,-0.19255584612,179.516809401
48260,3,18.84,42.52,8.0,25.9224,2.2403,179.476362293
3549,all,41.01,11.95,2.0,19.8540563746,8.92702818728,179.441466933
145289,5,10.24,17.68,7.0,24.4724599302,2.49606570432,178.917989685
158080,2,11.24,23.88,11.0,26.8625109184,1.44204644713,178.294622723
166958,3,19.64,4.96,180.0,189.060562813,0.0503364600742,177.949453654
34275,4,17.36,4.56,28.0,13.1899946445,-0.528928762696,177.720064266
137228,4,17.84,6.88,105.0,114.92726884,0.0945454175242,177.102476106
75974,5,20.88,5.88,28.0,36.7968,0.314171428571,176.76670085
81402,all,45.15,88.66,6.0,21.956284829,2.65938080484,176.594848028
75417,4,17.0,30.88,4.0,20.7962644374,4.19906610936,176.482892523
15807,1,14.6,3.52,29.0,6.94050535942,-0.760672228986,176.475957125
145289,3,9.08,15.72,55.0,74.3782809865,0.352332381573,175.954791357
115667,2,4.36,2.24,33.0,19.2716549716,-0.416010455407,175.395051498
136718,5,21.16,5.4,27.0,36.2776,0.343614814815,175.069918447
52038,all,41.47,80.43,7.0,20.4292913892,1.91847019846,174.006269458
141292,5,19.6,38.84,28.0,8.5036139334,-0.696299502378,173.877792959
117618,1,14.36,27.44,37.0,28.1237492418,-0.239898669141,173.76402529
94095,4,16.32,4.08,17.0,27.6452556497,0.626191508808,173.730572204
74547,1,12.8,5.2,33.0,19.508,-0.408848484848,173.636943134
152269,1,14.76,3.08,5.0,22.2076955941,3.44153911882,173.179008167
146734,4,6.2,3.56,43.0,38.2033104882,-0.111550918878,173.034813952
74418,5,21.08,38.68,4.0,20.8139993354,4.20349983384,172.788227384
2013,all,45.12,10.89,5.0,21.86475391,3.372950782,172.697477417
17449,4,8.72,12.2,36.0,26.3200230156,-0.268888249565,172.389165155
96500,3,18.44,34.32,31.0,8.40006774722,-0.72903007267,172.348062382
20273,4,7.16,3.72,113.0,137.053851691,0.212865944164,172.225578104
73377,5,23.4,8.8,0.0,17.4592288868,-99999.0,171.319027424
96500,5,20.76,38.6,18.0,4.01054941929,-0.777191698928,170.492853463
145309,4,12.44,35.32,33.0,46.6217748932,0.412781057368,169.454879671
94239,1,11.6,25.44,16.0,30.5688996082,0.910556225512,168.999235455
73362,2,12.0,2.76,30.0,43.9990732049,0.466635773496,167.988878459
65547,4,18.76,4.0,19.0,28.6732782186,0.509119906244,167.341207661
33131,5,22.6,8.56,12.0,26.5828822281,1.21524018568,167.188354643
98949,1,13.6,26.2,34.0,23.3930747333,-0.311968390198,166.069156172
5961,4,17.68,4.28,10.0,24.2808118177,1.42808118177,166.020885927
53516,2,10.88,2.88,27.0,42.2509376629,0.56484954307,165.930201772
95568,all,31.22,93.72,32.0,39.8236239483,0.244488248385,165.929341907
71580,3,20.16,7.84,61.0,69.1629713681,0.133819202756,164.565502782
147118,4,9.4,13.48,25.0,7.50595583931,-0.699761766428,164.444015111
112694,4,16.16,6.96,25.0,35.1642050651,0.406568202604,164.253553852
48260,5,21.2,47.84,8.0,26.1379916297,2.26724895371,164.017754112
49560,all,40.33,76.24,12.0,23.1712664867,0.930938873889,163.536963326
131336,3,20.2,7.16,27.0,10.4172272918,-0.614176766972,163.420086165
14385,all,41.26,83.14,9.0,23.1283388118,1.56981542353,162.668539652
162430,1,9.6,27.96,22.0,38.9262068919,0.769373040542,162.491586162
133720,2,12.44,3.08,32.0,45.0618672554,0.408183351732,162.489628657
109701,1,13.36,24.76,32.0,21.6992275397,-0.321899139386,162.079833613
105711,2,12.24,3.12,22.0,35.2277657928,0.60126208149,161.907853304
124067,1,14.36,3.56,7.0,21.6296,2.08994285714,161.244727691
147118,1,7.24,10.36,27.0,4.76907813922,-0.823367476325,160.951874272
96500,1,12.76,23.76,30.0,10.4142751357,-0.652857495478,160.90782772
85023,2,9.56,24.8,6.0,22.8066272482,2.80110454137,160.671356493
98949,3,19.64,37.84,32.0,40.1763270699,0.255510220933,160.583063652
75974,3,18.56,5.2,30.0,38.6354176595,0.287847255316,160.27335176
92286,3,20.8,7.68,19.0,29.3558334324,0.545043864862,160.19886749
103356,all,23.08,34.29,81.0,87.8910413353,0.0850745843858,159.045234018
151268,1,14.56,3.48,25.0,9.13824659197,-0.634470136321,158.61753408
26765,1,12.6,3.64,13.0,25.5538610554,0.965681619645,158.178649298
45378,4,17.68,36.44,35.0,26.0752225191,-0.25499364231,157.790065862
11472,all,40.49,11.69,22.0,34.1486751032,0.552212504691,157.544382289
93837,all,42.09,95.18,11.0,22.6201618562,1.05637835056,157.514982299
153697,4,17.6,33.8,30.0,38.9409293991,0.298030979969,157.360357423
127910,3,18.72,5.28,23.0,31.4592,0.367791304348,156.471262427
149996,4,19.16,4.6,22.0,33.3903062107,0.517741191394,155.571273245
68649,4,17.72,4.76,13.0,27.6992,1.13070769231,155.154154294
120246,2,9.8,19.16,9.0,24.8015413931,1.75572682146,154.855105652
53384,4,18.88,4.28,19.0,28.9768,0.525094736842,153.825021861
69045,2,10.04,19.96,18.0,33.2909701825,0.849498343472,153.521340632
126285,3,19.6,4.68,25.0,14.091912461,-0.43632350156,152.713225546
36552,3,18.28,4.92,3.0,17.4642152371,4.82140507903,152.571183014
95234,4,17.84,32.92,13.0,23.5882611283,0.814481625255,152.191056642
75087,5,18.92,41.56,36.0,28.022183094,-0.221606025166,152.060610682
14244,all,41.57,91.93,4.0,20.6467967412,4.1616991853,151.582969935
155045,5,15.2,41.96,7.0,20.2825308548,1.89750440784,151.264192726
7239,all,44.25,94.26,18.0,28.3898125631,0.577211809062,149.882067045
92073,all,38.55,79.53,53.0,58.128,0.0967547169811,149.651862524
137884,4,18.36,4.64,53.0,49.0462562507,-0.0745989386652,149.331772044
106419,3,18.52,5.0,26.0,17.2206738298,-0.337666391162,149.150568519
155737,1,10.64,27.52,40.0,53.8797160735,0.346992901838,147.680179022
131558,1,13.96,24.84,30.0,40.549276666,0.351642555533,147.267902257
25233,4,18.92,4.68,12.0,33.0488193445,1.75406827871,147.03404281
124817,3,18.36,5.32,12.0,22.1490704269,0.845755868909,146.993691348
164356,2,11.0,25.44,6.0,19.3430311729,2.22383852881,146.773342901
110763,4,14.92,31.36,23.0,32.7968041173,0.4259480051,146.16831743
2061,1,13.12,3.48,33.0,24.1432,-0.268387878788,145.32143677
60416,2,11.48,4.44,26.0,13.347677602,-0.486627784538,145.248661129
31665,all,32.21,89.15,26.0,14.0982952717,-0.457757874167,144.937455943
17328,all,43.59,16.45,25.0,14.6694038314,-0.413223846743,144.62834636
117489,5,21.28,5.76,62.0,68.7963989897,0.109619338543,144.6273705
166919,3,10.16,13.76,16.0,30.2301108259,0.889381926616,144.577925991
78387,all,43.23,90.14,29.0,14.5646732646,-0.497769887426,144.353267354
9699,all,37.67,71.55,16.0,25.1809594287,0.573809964296,143.892277742
53384,2,12.6,2.84,3.0,18.4233398567,5.14111328557,143.732881895
93519,4,17.12,28.4,3.0,19.3170016527,5.43900055089,143.731836172
44565,all,46.0,10.41,13.0,27.5206905997,1.11697619998,143.112308136
2980,3,14.68,37.64,31.0,40.7182050034,0.313490483979,142.663249449
146021,3,20.28,5.12,26.0,33.8808,0.303107692308,142.279592625
88956,all,40.65,75.16,9.0,25.4287974509,1.82542193899,141.901334482
53520,all,36.85,82.1,3.0,25.5228730323,7.5076243441,141.700957629
72836,3,18.4,7.52,18.0,28.324,0.573555555556,141.359586827
56643,5,20.36,5.64,39.0,33.4944099835,-0.141168974783,141.206893643
108519,2,12.16,4.12,11.0,22.6057409397,1.05506735816,141.125809827
88785,2,11.44,4.2,25.0,10.8988924784,-0.564044300863,141.011075216
85014,3,18.32,42.56,35.0,27.3152,-0.219565714286,140.785536
130713,4,15.04,29.96,28.0,37.3480996139,0.333860700497,140.595418193
30600,2,9.88,18.76,8.0,22.1440760649,1.76800950811,139.743471521
73569,all,44.6,93.24,60.0,55.8043547284,-0.0699274211939,139.687039411
145558,5,11.4,16.88,20.0,32.2391912948,0.61195956474,139.526780761
148093,3,18.24,4.88,17.0,27.8064,0.635670588235,139.390200523
129684,4,17.92,34.44,33.0,25.2712,-0.234206060606,138.500096
90525,all,23.8,33.19,38.0,43.7694308416,0.151827127411,137.312454031
116175,1,14.4,3.52,9.0,21.6030157696,1.40033508551,137.111444096
74547,3,18.48,7.52,27.0,17.2154276937,-0.3623915669,136.984012288
98949,2,11.8,22.72,9.0,20.5930970514,1.28812189461,136.798545207
101382,2,5.92,8.88,30.0,10.3709009969,-0.654303300103,136.695039197
79146,3,16.04,36.2,16.0,24.8144,0.5509,135.770909507
137158,4,18.6,4.56,10.0,21.1272867755,1.11272867755,135.414128948
42254,3,19.92,42.16,74.0,71.1605714093,-0.0383706566309,134.790538449
37401,all,16.48,8.25,26.0,15.8078977132,-0.392003934107,134.705079424
148388,2,11.24,2.92,12.0,23.9121982458,0.992683187149,133.893108283
147118,2,6.28,9.0,27.0,5.7027439208,-0.788787262193,133.746768177
16645,all,10.02,45.8,41.0,6.55104296891,-0.840218464173,133.045797604
32817,all,16.96,8.55,21.0,28.8172118452,0.372248183102,132.579912894
15807,5,23.72,5.72,32.0,4.69438672895,-0.85330041472,132.50967971
73362,1,13.84,3.2,39.0,48.5738412407,0.245483108736,132.501962771
79146,1,11.12,25.04,10.0,21.86794914,1.186794914,131.971594437
40127,1,11.12,24.64,39.0,50.8074834432,0.302755985724,131.299215889
110763,5,18.64,39.2,99.0,106.032726565,0.0710376420726,131.090023175
40593,5,21.88,7.76,3.0,16.5587010099,4.5195670033,130.875039211
9036,4,17.16,4.72,7.0,23.1031892879,2.30045561255,130.75510583
36389,1,13.28,3.6,12.0,22.8608,0.905066666667,130.727395556
162377,4,16.52,4.16,24.0,31.909488063,0.329562002627,130.664742802
71961,all,40.69,11.41,10.0,23.0689984165,1.30689984165,130.545680597
121895,4,12.0,32.2,36.0,29.9316567039,-0.168565091557,130.487645341
61923,all,36.85,78.07,29.0,7.01252288352,-0.758188866085,130.432307436
150503,2,10.08,18.76,14.0,26.9380322293,0.924145159233,130.415364871
47171,all,40.86,83.16,71.0,68.5492874588,-0.0345170780456,129.359384017
98949,all,44.22,85.14,196.0,198.916295971,0.0148790610755,128.958607829
70848,1,13.92,26.76,13.0,22.2435115512,0.71103935009,128.669680792
78054,all,43.01,70.52,58.0,54.7087906286,-0.0567449891614,128.565753711
82149,2,12.08,4.44,37.0,47.6193675732,0.287009934411,128.281960284
153145,5,11.6,17.64,6.0,17.0554958588,1.84258264313,128.243751962
164596,1,14.36,3.52,24.0,2.65831529118,-0.889236862868,128.050108253
43956,all,47.55,15.99,19.0,28.9251581371,0.522376744059,127.873920778
86850,all,41.33,17.72,6.0,18.7600841175,2.12668068625,127.396782524
99860,1,13.84,25.04,39.0,33.3466150873,-0.144958587505,127.394934823
78263,1,13.92,25.52,11.0,21.3312,0.9392,127.309558467
108614,4,17.08,37.36,33.0,25.9288,-0.214278787879,127.2816
60471,all,47.59,88.85,9.0,24.9755625361,1.77506250401,127.26328735
9036,all,42.9,11.79,11.0,24.158083482,1.19618940745,127.176874899
92253,4,16.12,4.44,7.0,22.9042927763,2.27204182518,126.974513385
155045,1,9.36,25.84,6.0,19.564312413,2.26071873549,126.961964185
65547,5,23.48,5.0,37.0,42.4027910341,0.146021379301,126.857533481
109701,5,21.72,40.2,20.0,29.5392,0.47696,126.802265867
77982,4,18.44,4.04,7.0,20.2854424436,1.89792034909,126.69344969
17720,5,23.76,5.92,10.0,21.5574777063,1.15574777063,126.511416129
2980,5,16.52,42.36,13.0,23.6672,0.820553846154,126.482428076
2214,4,17.88,6.76,9.0,21.7960520932,1.42178356591,126.463252041
85781,2,2.76,11.84,24.0,69.8173911409,1.90905796421,126.455999549
149996,1,14.76,3.52,14.0,28.4736,1.03382857143,125.73854609
16350,all,39.15,76.92,6.0,27.1573187134,3.52621978556,125.706174742
139552,2,12.76,2.68,21.0,10.5254710925,-0.498787090831,125.694346889
122052,all,43.56,15.41,80.0,77.6426660882,-0.029466673898,125.334538855
1013,3,17.92,42.08,30.0,9.02977205501,-0.699007598166,125.180037185
28093,all,10.97,45.63,28.0,17.739365059,-0.366451247893,124.782637519
61964,all,40.85,84.3,74.0,71.4112277867,-0.0349834082884,124.510859511
26711,1,14.48,3.52,25.0,33.5814360745,0.343257442979,124.259194358
117618,5,23.32,44.6,27.0,34.8432297695,0.290489991462,124.094115638
74988,1,11.6,23.2,3.0,16.6409214121,4.54697380404,123.986720055
130713,2,10.0,19.96,8.0,20.3917700647,1.54897125808,123.917700647
126285,1,13.56,3.24,17.0,7.86675100957,-0.537249940614,123.84685631
58269,3,18.76,5.04,1.0,17.2456564315,16.2456564315,123.845367277
148093,1,12.64,3.36,6.0,21.0904,2.51506666667,123.69329249
150503,5,18.92,35.16,10.0,19.8452741508,0.984527415078,123.67805983
155737,5,17.28,44.68,16.0,24.2750725564,0.517192034774,123.674434224
147952,all,40.62,11.1,109.0,112.040369138,0.0278932948426,123.499794379
53384,1,14.52,3.28,9.0,21.837153621,1.42635040233,123.34477372
68016,1,7.04,10.72,27.0,12.2673643163,-0.545653173471,123.140615549
74547,4,16.64,6.76,23.0,10.7661257628,-0.53190757553,122.338742372
107942,2,10.76,20.88,55.0,66.3471305257,0.206311464103,122.095124456
114483,4,17.68,37.88,12.0,21.3124525,0.776037708333,122.002579012
2214,5,22.36,8.44,4.0,17.8633479108,3.46583697769,121.30642181
100293,2,4.72,2.32,27.0,52.6636120435,0.95050414976,121.132248845
85200,5,23.0,5.0,20.0,9.90564783513,-0.504717608243,121.132225978
17372,2,11.4,19.04,27.0,16.8962134078,-0.374214318228,121.068722451
39221,1,6.64,9.44,39.0,57.203855769,0.46676553254,120.873602306
9597,all,41.04,17.7,12.0,24.9030212239,1.07525176866,120.645041964
40622,1,12.6,3.36,20.0,29.5362774621,0.476813873104,120.157096022
26678,4,15.0,32.92,44.0,39.4625308801,-0.103124298179,119.650828256
60416,5,21.56,8.36,22.0,32.3216,0.469163636364,119.260780644
40593,2,11.68,4.12,1.0,16.1110647716,15.1110647716,119.155987459
91041,1,11.4,24.96,4.0,15.8805567473,2.97013918683,119.000727772
49439,1,12.36,27.8,22.0,12.3819111475,-0.437185856931,118.879578217
88785,4,17.12,6.32,27.0,7.1967357847,-0.733454230196,118.819585292
70848,2,12.04,23.16,4.0,15.272953724,2.81823843101,118.722856056
99860,5,22.48,40.68,38.0,31.7728,-0.16387368421,118.30310531
122052,5,21.8,7.72,9.0,22.1730790449,1.46367544943,118.233951761
61827,1,14.36,3.16,4.0,16.2679492098,3.06698730246,118.108559628
33110,5,20.4,42.76,21.0,30.144,0.435428571429,118.030770399
87168,all,42.9,91.95,26.0,12.2836283105,-0.527552757289,117.836021021
149996,2,12.76,3.08,8.0,19.6821208556,1.46026510695,117.741420588
32136,all,44.94,17.72,10.0,21.8923624361,1.18923624361,117.48178946
98340,all,40.92,11.85,34.0,40.009571898,0.176752114648,117.324688755
167182,4,6.32,3.48,39.0,57.5019985211,0.474410218491,116.932630654
34830,4,17.16,6.72,5.0,18.5111464123,2.70222928246,116.632256458
33110,3,18.12,38.0,10.0,19.7125570578,0.971255705778,116.009646268
127809,1,5.28,2.56,80.0,101.922619409,0.274032742615,115.75143048
105711,4,18.36,4.68,42.0,48.2902080613,0.149766858602,115.488220005
95652,all,36.75,75.79,7.0,18.1474367143,1.59249095918,115.379415127
162430,2,8.32,24.24,11.0,24.8520504711,1.25927731555,115.249059919
86832,all,43.55,81.12,165.0,167.645512443,0.0160334087447,115.212066887
40622,5,20.48,5.48,13.0,23.0227892937,0.770983791826,114.787609531
38714,2,11.36,2.92,14.0,24.090879994,0.720777142427,114.632396732
32084,5,11.56,17.88,24.0,5.85715826543,-0.75595173894,114.584132292
34068,3,20.32,5.08,5.0,15.997618113,2.1995236226,114.530723927
39221,2,5.76,8.16,47.0,43.0189130692,-0.084703977251,114.511612725
86832,4,17.44,32.44,32.0,25.8348569394,-0.192660720644,114.394487607
1053,all,46.28,11.5,5.0,18.7614638288,2.75229276576,114.351457916
149294,2,11.6,3.0,36.0,30.4765886158,-0.153428094006,114.299453799
119352,2,10.88,24.72,4.0,14.7968,2.6992,113.929101284
46059,4,14.44,28.56,9.0,21.4384,1.38204444444,113.811377398
113367,1,14.16,3.52,39.0,47.036991829,0.206076713564,113.803804298
99933,4,13.36,35.96,26.0,14.6320137871,-0.437230238959,113.679862129
93519,2,11.44,18.92,1.0,14.6600599497,13.6600599497,113.605431912
136718,2,11.28,2.88,7.0,19.2408,1.74868571429,113.422806084
75423,3,21.04,41.68,22.0,11.6983157905,-0.468258373159,113.421761642
65811,all,47.77,10.32,11.0,21.751875185,0.97744319864,113.314445222
94239,2,10.08,22.04,17.0,28.2113417623,0.659490691902,113.010324964
166919,4,9.12,12.36,18.0,30.3527862672,0.686265903731,112.657410756
74967,all,43.31,84.05,15.0,24.5876671178,0.639177807854,112.580882454
113367,3,20.48,5.08,22.0,28.7120554755,0.305093430706,112.354639814
74118,all,41.84,11.74,9.0,20.8201400286,1.31334889207,112.299814456
29309,2,5.72,9.48,62.0,59.5630602113,-0.0393054804633,112.099230282
93542,2,11.96,24.6,25.0,10.5934111562,-0.576263553752,111.927990729
6321,3,18.8,38.52,9.0,19.7460420352,1.19400467057,111.925072497
100293,5,8.84,4.32,62.0,60.2581599823,-0.0280941938341,111.477761134
1566,3,20.08,37.52,23.0,29.4088,0.278643478261,111.171097595
137884,1,14.12,3.56,34.0,28.642395516,-0.15757660247,110.660997293
33020,4,17.6,36.08,13.0,21.8747765519,0.682675119378,110.422016186
55962,all,44.5,91.69,12.0,20.4762115282,0.706350960683,110.323125704
58356,3,18.8,7.6,14.0,23.0326213863,0.645187241879,110.135797796
44751,all,46.8,86.97,5.0,21.5396705148,3.30793410296,109.765098748
39141,all,23.31,34.44,1.0,14.7612723128,13.7612723128,109.54168408
162377,3,18.36,4.6,29.0,34.9513121029,0.20521765872,109.266090209
9846,all,42.78,15.33,25.0,15.9073558752,-0.363705764991,109.111729497
141292,1,12.08,23.88,21.0,11.4124656429,-0.456549255098,108.933140088
117618,all,46.61,89.19,142.0,144.333216359,0.0164311011186,108.751214486
2877,all,43.78,15.55,4.0,15.9300353862,2.98250884654,108.67085233
148624,4,17.0,4.64,26.0,32.3837190101,0.245527654236,108.523223172
40127,5,18.08,40.04,85.0,90.9971171699,0.0705543196461,108.427878432
9699,5,18.84,35.76,5.0,15.5299084713,2.10598169427,108.324676494
26520,all,41.09,10.77,21.0,16.4892091256,-0.21479956545,108.258980987
85182,all,47.26,11.8,15.0,23.2296177417,0.548641182779,108.016214754
11991,2,10.36,21.8,23.0,33.3962587373,0.452011249447,107.705240518
11943,all,46.41,11.89,8.0,18.9490564898,1.36863206123,107.415954629
80358,all,41.89,10.21,25.0,7.70325976564,-0.691869609374,107.24931228
69003,3,16.08,34.2,44.0,50.6629972564,0.151431755828,107.140995883
14364,all,40.16,11.42,13.0,22.5664352525,0.735879634809,106.93542653
12372,all,23.15,35.34,19.0,27.5315056487,0.449026613092,106.817075602
85095,3,21.04,37.2,28.0,17.8706442186,-0.361762706479,106.511396693
71952,all,42.6,92.34,8.0,18.3737750601,1.29672188252,106.457734504
127910,1,12.96,3.64,14.0,22.4256,0.601828571429,106.126180492
89265,2,12.6,4.12,0.0,14.9482081795,-99999.0,105.704973024
48429,5,18.2,41.92,3.0,14.3749514516,3.79165048385,105.186726796
43932,all,46.2,17.62,29.0,23.15787393,-0.201452623103,105.15826926
106419,1,12.84,3.48,11.0,19.8624,0.805672727273,104.856400316
46826,3,20.16,5.32,7.0,16.8405535445,1.40579336349,104.806864996
65166,3,10.12,15.68,25.0,14.6632000006,-0.413471999978,104.608415994
75417,2,11.36,20.6,3.0,14.7944531425,3.93148438083,104.528231068
3549,3,18.24,5.32,1.0,17.2713075147,16.2713075147,104.450410118
49560,5,20.16,38.12,5.0,14.8870240468,1.97740480936,104.370696493
61827,3,20.76,4.56,10.0,22.0735341614,1.20735341614,104.268187337
51273,3,16.68,34.76,4.0,14.9103550493,2.72758876232,103.875110652
139306,1,12.96,29.24,28.0,20.5890457944,-0.264676935916,103.753358879
20121,5,21.44,8.8,2.0,16.0296510132,7.01482550662,103.701596444
29678,2,10.76,19.72,10.0,19.6374163539,0.963741635386,103.698599968
75423,2,12.6,25.0,22.0,7.54089645573,-0.657231979285,103.585300968
15750,all,45.34,88.2,9.0,18.6892900465,1.07658778294,103.553471454
88779,all,43.59,15.69,7.0,20.0744552164,1.86777931663,103.438521079
102747,all,43.12,92.6,7.0,20.3629999334,1.90899999048,103.378045169
147118,3,10.44,14.96,24.0,8.3091170025,-0.653786791562,103.257703286
87201,all,42.17,11.47,7.0,19.5167523372,1.78810747675,103.17218914
78293,1,6.2,9.68,8.0,24.6382029847,2.07977537309,103.156858505
116175,3,20.84,5.08,8.0,19.791175247,1.47389690588,102.915721814
103653,2,10.6,20.88,12.0,21.6928814664,0.807740122202,102.744543544
89028,5,20.76,5.16,19.0,26.4494689571,0.392077313533,102.743643133
55545,all,43.89,84.58,22.0,30.8009240571,0.400042002595,102.72975294
44325,3,21.32,36.84,9.0,20.605124954,1.28945832822,101.789071673
34857,all,46.63,80.81,24.0,9.61701711739,-0.599290953442,101.70690631
155737,2,9.24,23.84,7.0,18.0012468177,1.57160668824,101.651520596
65556,all,47.06,87.9,9.0,18.5081291526,1.05645879474,101.603383143
162377,1,12.72,3.2,10.0,19.6654244968,0.966542449682,101.299787042
26977,2,11.08,24.8,25.0,12.7061037461,-0.491755850157,101.277128032
85095,1,14.56,25.76,24.0,13.5206277489,-0.436640510462,101.255809062
11244,2,11.0,3.16,2.0,17.4808667396,7.74043336982,100.755414071
37236,4,17.52,36.92,26.0,31.7494795705,0.221133829634,100.730882075
86235,all,41.11,11.3,9.0,19.9330744626,1.2147860514,100.574602146
4969,4,16.04,31.88,5.0,19.4236702084,2.88473404169,100.566116411
7239,4,17.72,37.72,16.0,24.1286700765,0.508041879779,100.057264982
93542,3,19.96,40.96,11.0,19.9343284236,0.812211674868,99.8627340141
126588,3,18.12,5.32,16.0,25.2163268151,0.576020425947,99.5007831241
155200,3,20.32,4.96,20.0,29.7352,0.48676,99.4261540163
47171,2,10.88,22.16,7.0,16.1313325731,1.30447608187,99.3488983952
112694,5,20.2,8.68,10.0,18.6265414018,0.86265414018,99.3377142801
68390,1,13.92,27.56,24.0,9.95491748113,-0.58521177162,98.9193250686
93792,4,13.88,32.4,30.0,23.7257383369,-0.209142055435,98.8776082822
63723,3,17.88,31.84,68.0,73.5266314268,0.0812739915707,98.8161699113
68352,5,20.36,5.08,11.0,4.49212656024,-0.59162485816,98.7123505264
63591,2,11.88,22.4,1.0,16.1568,15.1568,98.3550152009
93807,4,17.36,4.64,5.0,19.7644010631,2.95288021261,97.9022645193
53516,3,18.12,4.76,75.0,80.4021625341,0.0720288337878,97.8871851177
89265,1,14.52,4.76,9.0,18.3805750752,1.04228611946,97.8512771864
68390,4,18.12,35.8,16.0,5.25249972427,-0.671718767233,97.8402211829
115419,all,39.4,73.98,43.0,46.7428413328,0.087042821694,97.8378522018
113808,3,20.12,5.2,22.0,9.79561299104,-0.554744864044,97.6350960717
53735,1,4.84,2.64,85.0,105.161743201,0.237196978832,97.5828370916
57282,all,32.74,93.75,1.0,14.9929904988,13.9929904988,97.4944557312
23601,all,47.69,17.25,24.0,8.57587208949,-0.642671996271,97.2154903399
166861,2,11.12,4.36,14.0,22.7319671074,0.623711936245,97.0994742346
78054,5,21.52,35.28,19.0,25.9597762566,0.366304013503,97.0636388553
94053,all,41.09,70.26,21.0,8.37518034028,-0.601181888558,97.0373541988
136718,3,18.84,4.8,11.0,20.4274514358,0.857041039617,96.8395417279
11511,3,16.12,34.08,4.0,14.2072109504,2.5518027376,96.5598667274
100293,1,5.44,2.68,69.0,86.7061250725,0.256610508298,96.3213203946
4969,2,10.68,21.24,8.0,16.9818846905,1.12273558631,95.9265284946
103356,3,10.24,15.24,17.0,26.3477968365,0.549870402148,95.7214396059
76185,1,14.4,3.2,12.0,21.684,0.807,95.6378013524
111417,2,4.2,2.48,31.0,53.7517338205,0.733926897437,95.5572820463
59307,3,14.52,36.16,1.0,12.3110261518,11.3110261518,95.4669123763
160930,4,17.2,4.04,23.0,15.085545528,-0.344106716173,94.9734536638
89211,3,18.68,4.6,8.0,17.5487170841,1.19358963551,94.6724049381
164356,5,20.6,47.68,3.0,14.5062270995,3.83540903318,94.384841829
34275,3,19.28,5.04,21.0,11.7681519562,-0.439611811608,94.2781052106
2061,all,42.6,11.34,88.0,90.210754462,0.0251222097951,94.1781400798
57261,3,20.68,5.28,5.0,15.1407781089,2.02815562178,94.1587884754
37404,3,10.52,15.12,9.0,17.9483413497,0.994260149967,94.1365509989
155734,3,4.8,21.08,9.0,28.6012375048,2.17791527832,94.0859400232
46059,all,36.12,71.38,15.0,22.4291561781,0.495277078542,93.7215958612
168008,1,13.08,3.52,11.0,21.3888,0.944436363636,93.6808497842
59307,4,13.08,32.56,2.0,18.0888,8.0444,93.0280871039
10044,4,17.92,34.44,22.0,27.6712,0.257781818182,92.8913516503
105711,1,14.12,3.6,34.0,40.5724946013,0.193308664744,92.8036237705
157253,2,11.76,4.68,6.0,16.8010241438,1.80017069063,92.5547307035
8178,all,41.02,93.64,16.0,22.2510956616,0.390693478849,92.3448775837
17328,4,17.44,6.6,17.0,10.411496346,-0.387559038473,92.2390511565
19929,4,17.12,36.0,11.0,20.9633996768,0.905763606985,91.9495298572
92073,3,17.12,35.36,12.0,20.5959870258,0.716332252147,91.8285226764
145309,2,8.28,23.56,2.0,13.0608,5.5304,91.5819255419
103332,4,18.24,35.68,17.0,25.7064,0.512141176471,91.5683471124
47127,3,20.8,41.72,6.0,17.4308468788,1.90514114647,91.3262362447
61964,3,18.16,37.48,8.0,17.9763699342,1.24704624178,91.2926375138
50793,all,44.54,92.44,2.0,12.9011663192,5.4505831596,91.1032776137
