item_id,store_code,pred
100293,1,86.7061250725
4969,2,16.9818846905
103356,3,26.3477968365
76185,1,21.684
111417,2,53.7517338205
59307,3,12.3110261518
160930,4,15.085545528
89211,3,17.5487170841
164356,5,14.5062270995
34275,3,11.7681519562
2061,all,90.210754462
57261,3,15.1407781089
37404,3,17.9483413497
155734,3,28.6012375048
46059,all,22.4291561781
168008,1,21.3888
59307,4,18.0888
10044,4,27.6712
105711,1,40.5724946013
157253,2,16.8010241438
8178,all,22.2510956616
17328,4,10.411496346
19929,4,20.9633996768
92073,3,20.5959870258
145309,2,13.0608
103332,4,25.7064
47127,3,17.4308468788
61964,3,17.9763699342
50793,all,12.9011663192
60429,5,13.186294911
21933,all,21.9761015984
48872,2,32.977306917
69045,1,55.8369886589
103356,2,20.7021290048
79068,1,14.6829669594
157253,4,7.86259704625
96102,5,27.48
61034,2,17.9182920185
146021,2,58.4218710683
32097,all,20.5330024644
33114,all,19.8709324452
91053,3,15.6591870183
110763,2,42.9742079667
30117,all,14.6534921964
141292,2,9.39330552263
149632,4,20.2843435239
30600,4,16.1004478672
148093,2,8.88407157378
82431,all,21.9207106959
29493,all,15.505760766
33114,3,13.4354177491
37254,all,14.4361981251
72840,all,13.2868352333
44034,all,14.8236873607
60437,2,30.1603477457
74547,5,14.2842295411
103332,3,24.8895117399
26652,all,14.0003945144
46842,4,15.5870274132
121431,1,5.92917378298
127910,4,69.145516136
17720,1,27.9183243329
94388,4,57.0483965246
48260,2,15.6952
9801,all,25.3154704471
57956,1,15.7453713019
82026,all,18.5382733431
2055,all,19.202454616
29028,all,18.6078134223
61964,1,11.2675242613
78234,3,25.7134675058
58884,3,18.1085005517
53384,5,37.496
108519,1,13.9079196217
53526,all,20.6213809954
78579,5,26.6792202975
9543,4,8.91653062344
166919,2,11.5763973726
65559,all,10.382245551
74988,4,15.0660580968
78570,4,21.7711252184
141293,2,4.37925688001
148388,1,29.4670566741
65547,1,25.778039536
18527,3,27.0693422426
57956,4,20.7353336394
96500,2,6.52031320724
66384,all,9.91372770589
72836,1,16.7353613001
82830,1,35.5581049015
158080,4,25.1195752254
103356,5,22.1440982597
3363,4,16.7291363851
34752,4,13.8132465481
58293,5,15.1791996414
56004,all,22.1135033538
26765,5,16.0273852362
85200,2,12.1730943991
134443,4,19.0600039307
94419,4,8.6817607353
54687,all,19.5236941239
108614,3,65.282590496
141989,4,7.13695430046
29772,2,14.0896
55977,2,5.87456102435
40137,4,20.6572401824
149632,3,20.8302016276
152491,3,8.23954996463
85095,5,29.5104981829
77957,1,22.1056134862
75423,5,10.8670384496
155045,2,11.3432
47337,all,13.5755859517
155087,4,6.1177894049
126168,2,23.089947382
27957,4,9.09258520382
114483,2,19.6442693737
33020,1,16.3902937101
150503,1,26.6805194957
153145,4,16.3682591599
54762,all,11.858728095
8148,all,14.7945214034
60399,all,27.8408113133
111417,3,105.041469556
60429,4,17.8497573084
38655,all,20.5281055965
102447,3,13.0016
113367,2,23.2002551038
155200,2,19.0362910409
47127,5,13.8463185296
5907,all,16.1355750849
43992,all,26.9097544587
28152,all,15.2834447947
120237,2,7.70658357979
108002,4,19.9400912957
105609,5,92.1182443381
33129,all,18.3515369712
121431,4,16.041189076
17449,2,20.6933821571
33558,3,11.8662771724
78234,4,30.0742099104
158080,5,13.2939787304
149632,2,15.8154639818
63501,4,13.6476435232
82116,4,14.6972635215
19929,all,18.9636067663
96102,4,24.010009999
9636,4,3.13096184996
63591,1,18.9592
13884,1,19.6374715354
132712,3,7.96391254652
65166,2,26.7861688792
71961,4,16.3621985502
44088,4,15.8604672543
145309,1,28.4869269872
149294,4,75.9799005679
59070,1,11.5795659427
28055,5,6.17337318357
100293,3,46.044664715
168008,4,43.1562859348
82002,all,14.9342117237
53384,3,22.2829983739
60132,all,12.8520081167
103332,1,19.0944
158395,3,4.49961466793
146734,3,11.5112
1974,all,11.9044562129
61964,4,24.2342002763
1062,all,19.0719382317
30541,3,14.6138480393
53085,all,13.2458318768
33129,4,15.7513330617
40127,4,77.7622153123
10044,1,14.4982449356
124067,5,14.4694510932
139552,1,24.8761916167
3228,all,15.8206914081
84702,1,10.8854657838
100044,5,15.7315846758
145558,1,51.7154861601
90147,4,13.056
166919,1,17.5542691255
134443,2,10.1479912066
78054,2,7.79667865555
1566,4,8.82396800988
155200,1,20.7911164312
48872,5,16.8231951685
2061,3,9.88041042257
126588,1,20.0816
160751,all,49.0489832418
89028,1,14.3597152788
147952,2,16.9862061764
61872,all,14.0290285803
101382,1,5.05166911632
124067,3,16.0366557839
82830,3,35.5984252061
121895,2,11.3345642287
8052,all,18.7201497768
43326,all,14.2164027157
99933,3,4.89762473919
163228,2,25.1157522458
91176,all,9.16947912957
87108,all,11.2418258779
134443,3,12.3446809152
9543,1,10.5912077423
50742,5,14.8465804043
19417,1,23.1414575896
108614,2,14.6207077278
56472,4,11.4958046707
88883,1,15.610486376
30828,3,16.8714843754
28055,3,30.6384
157253,1,6.67114719706
124817,5,19.4546468067
94419,5,24.5220755204
108002,2,11.9068125444
59070,3,10.5743355165
36876,all,13.0726877014
74988,2,22.374785891
70694,5,66.8639766742
42645,all,17.4996362244
139552,5,18.5147788074
46826,4,21.2992116136
8862,all,18.8225706162
145289,1,17.0927155067
157253,5,22.040388175
119100,4,21.6166063574
155734,4,38.5930194586
4833,all,34.9167301927
41814,all,12.8637621845
48260,4,22.7331549086
20256,5,13.7532856543
72102,all,20.449918808
94995,1,20.0006593336
69339,all,11.3808425245
26977,1,19.208
86754,5,14.3903710653
103356,1,12.1862716227
11244,5,17.7792449363
33558,4,14.3933833569
58293,2,16.0829609365
133747,2,10.6507090973
28055,2,9.45171570485
95573,3,31.4856
26711,2,27.7738454017
101382,3,13.8723737539
129684,1,8.67429121603
137158,1,18.3739117429
119352,1,25.4846357036
63003,4,8.74827751736
82002,3,14.2528
88986,all,28.1450464895
83655,4,12.3921711293
2061,2,7.79573595982
55547,1,5.886304128
95573,2,19.6496
34113,3,11.4292660832
40536,5,13.1907739518
61034,3,10.7796776907
36552,4,13.2461746585
141989,3,10.8067015006
139306,5,32.2144
14106,all,12.8698435158
114483,3,28.0846514262
26877,all,14.2983768949
141323,5,15.4012676241
36389,2,15.9945958117
7011,1,5.50986127167
75417,1,11.9699853127
13299,4,20.2868703625
76185,3,32.2424
58443,all,11.1120743296
57591,all,12.3402056425
72060,all,17.3896471664
7011,4,27.1335678264
140675,4,19.8223138765
4969,3,21.0216198727
26916,all,12.6690346945
50349,all,18.5286569751
14337,all,19.3926009398
127910,5,16.8013391954
78579,2,14.9117293775
10044,5,17.1057594202
94995,all,69.1110368156
64644,5,3.8831285875
92286,5,14.2944543711
55547,5,6.56939123942
101148,all,14.2793684418
95234,3,24.4879785128
28572,5,15.4313969735
116175,2,16.2687965146
33558,5,14.2918058042
153145,3,23.4127255294
45804,all,12.1814433082
121431,5,3.89201945837
42254,1,17.3011824662
155087,5,15.4558346503
55656,all,14.6072711518
63501,3,10.7081690991
24348,all,8.09965928325
3346,3,9.71657918517
73569,4,8.36995287808
134246,5,17.7312536352
33132,all,17.5209179718
69000,all,12.1814433082
79068,5,16.1693008122
96102,2,17.6781438104
54777,all,17.1950147009
10044,2,15.3250189684
63699,all,13.4516436871
8178,1,10.4263414079
55532,4,6.97214139124
3424,3,112.768315883
19713,all,11.5523754644
99276,all,14.1503122737
65166,1,18.7020757916
99933,1,11.4951637941
40629,all,10.2075676464
84702,4,10.0206429684
5961,1,14.2971684005
145289,2,18.8220921251
111587,2,14.5448345866
140675,2,25.7953321849
32136,4,13.4627184603
19417,4,23.3315130062
120246,5,15.3065598124
96480,all,10.4072400491
141293,4,6.98081412405
26673,all,8.98796569827
163228,5,275.201809213
74148,2,21.1910344204
38646,all,13.7688491007
164356,3,20.6760071048
34830,1,11.6979735492
100344,5,13.2309421744
122052,4,24.0306096816
74988,3,13.9898198443
88785,1,7.05650710497
20273,2,40.7217887377
139306,3,7.6836042434
164596,5,3.2600232245
100038,all,31.1710425792
96500,4,6.59317599648
74166,all,12.1814433082
50526,3,11.4624884714
78293,5,13.0102879826
39221,5,61.6450531264
74418,2,10.5386580069
126330,5,14.3234569803
82431,4,14.2724899336
79175,4,14.0720735608
137228,5,40.2273595356
79050,all,15.9316415295
59070,5,12.1212559219
92313,5,14.3502375497
26745,5,13.2100353249
68511,all,12.4874977848
47100,all,12.6771690341
14394,2,10.9608518358
57261,1,10.0404262461
6705,all,10.5543694101
153895,2,16.6756459494
49242,all,11.1509468819
94239,4,36.225511121
56472,3,9.95566964223
65811,4,11.88616537
17720,2,19.1837004278
121895,1,12.218101186
52710,4,10.2765044183
3424,4,133.695688123
129684,5,11.0112016289
40652,4,41.3244973209
88323,1,2.04164913363
109791,2,17.4457526349
145309,5,12.5081842325
73650,3,11.5530451691
52506,all,18.4709558024
4969,5,14.7872733552
79146,2,34.936284627
96102,1,12.3627156056
49439,4,27.5878357371
56880,2,25.3232
74664,3,10.927262428
102651,3,11.629919029
78225,all,14.2503136964
13884,5,14.4669578323
86832,1,17.0627793239
77289,2,10.7326238823
61034,5,15.0740153795
94388,1,21.7930375856
3346,4,5.08747264902
34275,1,5.38137915649
32817,1,8.92600497455
29160,all,11.9622755714
33020,3,50.6146412248
63621,4,11.2335086451
41067,4,20.143652733
40866,5,4.73901692696
42357,all,19.0168388079
89211,5,14.9702676243
101148,3,11.1500877959
82116,5,30.9130040068
91053,1,11.8366712238
40536,3,9.72171128632
55547,4,15.3511386377
83427,all,4.76004574472
126330,4,8.25054000951
166861,1,16.0716598484
3424,2,142.958529105
37397,1,7.5591828393
54711,3,11.6334236826
69003,1,23.9989426444
3045,1,3.29739094925
68390,3,21.8555491052
121431,3,16.3172555863
2061,4,18.2010393907
34830,5,11.5676143913
40467,4,23.3135189839
42254,2,9.69435665524
84708,5,13.3301351067
75423,1,15.6527038289
99663,all,11.8043801792
137191,5,48.06098719
20256,3,16.7466540162
84708,1,11.4827722784
84702,3,13.7044032592
94419,3,12.2112303659
141323,2,5.88435877149
54453,all,12.2305068063
166919,5,30.771497436
25872,all,9.57311897098
137884,3,25.9364692924
147091,1,16.2647484247
61656,all,11.2565441955
16859,3,32.5688
153145,1,12.886177698
85014,4,9.10402838844
48429,2,8.80403239833
100044,4,9.89191485159
40652,5,9.18021163041
83412,1,13.4152989096
158227,2,17.6012997346
167182,1,13.5562423231
83412,4,6.8288001998
89211,4,12.7496598594
6528,all,15.3096012313
75087,3,11.9411750347
55547,3,10.656736836
78972,all,6.4644094801
16101,all,8.84002730477
79175,5,2.5971440699
55557,all,10.8274840127
93114,1,14.406861494
145951,4,254.670659022
152491,4,4.42304994789
94047,3,17.6672489236
26772,3,10.6991602643
91209,all,8.78498594583
93519,3,10.0576018518
10902,1,11.109684815
88428,all,13.1228090055
39723,all,13.559747971
133747,1,13.590739992
93519,5,12.8518730371
30541,2,15.4873869421
100344,1,10.4246375607
75078,all,14.7925132352
30828,4,12.7840254307
39198,all,8.66087121422
67158,all,6.82790863301
29678,1,11.510030795
146021,5,15.5446989563
110763,3,32.3622915588
78234,5,16.19109653
61923,4,3.13096184996
63003,1,16.6076937464
63396,all,9.22205196544
87030,all,21.2370834574
63606,all,16.16
46950,5,11.5036884866
128148,3,34.8688930204
160930,2,11.1606789706
34257,3,12.7868798335
88883,3,13.3705449746
79175,1,3.95805785855
151247,2,8.95842262497
92253,3,11.8138862802
86136,5,6.95184014639
68352,4,4.13313469584
67371,3,12.9580304951
62772,all,7.7395973076
79068,4,6.30746627511
131558,2,15.7596951988
60615,1,10.550414997
5646,all,18.876877664
8871,all,18.876877664
6321,1,9.00228908752
86754,4,18.6414007011
18527,1,11.2376000003
122052,1,13.1948380263
58443,3,10.1945606237
48429,4,8.52396800988
3105,all,9.31216758264
13299,1,13.4107368864
5580,all,11.2673287845
106419,4,20.8069067691
50742,2,9.50002525203
69336,all,12.4321796132
14775,all,8.45720705964
78293,4,40.5274193871
78263,2,15.4824518745
58782,all,7.17016732421
32469,3,9.54980450479
2877,3,9.45847829253
95844,4,9.82740581988
23928,all,10.4428848111
9750,all,11.5699922407
68390,5,3.50553038226
58884,2,7.98241222782
99860,3,30.8020450576
38508,all,8.69084783784
105711,5,16.3633642198
39282,all,9.51417425897
92073,2,13.9052106048
63003,all,51.2315609226
127910,2,17.7366443483
124817,2,11.2760386725
14106,3,5.80357712895
13299,2,15.6426615204
102651,4,11.6785528537
108002,1,11.1502042323
40137,2,13.9824300623
88883,4,10.4117272531
113808,2,13.0475373325
4969,1,10.2600947379
92313,4,4.88956430025
93180,all,10.6575111575
78293,2,12.4531518947
95568,4,9.05417170395
58293,4,9.87406129072
101382,4,6.01115267168
65157,all,12.722663654
60437,4,111.390685901
33131,2,20.8460823805
61221,all,9.34366343474
59310,all,24.3784
65702,2,14.0101381829
13884,2,9.08825532892
42425,4,4.62227218336
70722,all,19.4775137188
72327,all,10.142983852
102429,2,3.79841208003
137884,2,12.0982985219
74664,5,16.1431303111
46842,5,9.63565673349
8523,all,8.09343360201
80358,5,3.61713604503
81663,4,11.1740766088
123491,3,14.7315214743
14754,2,16.1336
37254,4,9.51547366234
90525,2,10.2128482684
58269,1,8.87499084601
19329,all,9.07898700108
10989,all,12.1648027857
112694,1,12.4288652132
40137,1,13.8710294067
46751,1,13.5136151833
111587,3,12.1331724531
26977,5,13.7494152531
82116,3,8.02339561214
63591,3,10.4628697319
92253,1,12.4548331993
61964,2,8.11255653872
91737,all,10.6802021707
100344,2,5.58037019506
23568,all,13.319778497
167182,3,11.62
10113,2,1.40003845333
137158,3,26.6970642933
95679,all,8.25534975828
34797,4,15.1107740363
47031,3,10.0463631718
18527,2,9.33200000083
19417,2,14.3412334635
160930,5,10.3212307626
71976,all,8.07186386568
103644,all,13.5459927845
8532,5,12.1726712474
153145,2,24.0818515478
77982,5,6.08351672924
56865,all,8.17641814267
74664,2,8.38126069184
164234,2,15.6592465624
609,3,10.3021831821
140237,3,20.9142855439
151268,5,4.25090680266
79092,all,7.1842503676
162430,3,15.0044191774
137191,1,95.3666022759
81471,all,10.2245963333
31968,all,8.91217657338
81402,2,7.79547716011
38229,1,6.24661727096
5052,4,11.1288
85473,all,8.6391946509
54687,3,9.95561305611
97187,2,9.29082896634
89028,4,24.8321699444
89319,1,9.83821419617
141323,all,51.964836872
140237,1,12.5377758741
48429,3,7.05856103973
78579,4,10.3879354453
48945,4,3.34455270623
17720,4,15.791151189
117618,3,25.8529828284
46743,5,9.44300395658
53735,3,73.3188348252
65523,all,7.65637008992
86136,4,11.4527418672
107613,3,2.5314474323
99948,1,10.5574651474
36675,all,10.390721989
12024,3,8.32631406905
60939,all,14.2626610394
28093,4,6.57080950836
14064,all,8.73937842864
91041,5,12.7901995727
70848,3,9.07686529562
92073,5,7.2716537031
52719,all,11.1035792363
79175,3,2.30846343445
40622,4,66.7933257082
114483,5,7.64504150048
40374,all,12.2300881398
9846,4,4.14111970366
14754,4,16.2275094705
131336,4,5.19743369267
11277,all,10.94814572
42813,all,8.9673247456
164596,3,2.47080878558
63003,5,5.10472384669
92313,all,34.8781507902
24876,all,13.9431966439
47337,5,8.23158057503
26745,3,13.3214500404
30840,3,7.52295388389
32817,4,10.748
39165,3,10.874370004
155087,2,12.7618266041
37398,all,8.34348158736
160930,1,14.2569233167
89265,5,7.82742658815
20121,2,9.48398239354
33132,3,10.0540419758
5286,all,10.5601957392
85095,2,4.18270369392
56865,3,9.81827814012
101382,5,3.55162145222
104481,2,14.5885723724
99663,4,12.052374805
12024,5,8.43880081577
86448,all,9.97326124655
122052,2,7.54003524934
35526,all,7.6957570206
33476,5,15.3991354067
93114,2,11.4149141737
8928,all,8.21196646106
11472,3,9.86914138743
73908,all,13.0959273088
27624,all,12.5928643907
33129,1,9.58367531886
61964,5,14.4837421961
40467,2,9.28393141056
103644,5,9.40784823178
115667,1,10.7544
34752,1,10.0945868306
92730,all,27.7126927548
91071,3,12.4820101739
81663,1,8.55652998253
75834,4,10.7933888297
73245,3,10.9259732666
26745,2,9.28573952403
92385,all,7.31183838402
100038,5,4.6686973613
63621,3,8.43444204828
39162,all,13.5917942128
47262,4,12.8561116376
85407,1,4.03918995664
95652,5,10.0268650395
158395,5,3.33009946448
25233,3,13.3338442768
60399,4,6.61282031457
111587,1,7.51915080206
126168,1,26.0696769906
73452,1,10.5652709262
11511,1,7.17215229832
69006,3,9.44633444934
57261,2,8.96789938738
85781,5,14.0531022175
9597,3,11.8308535355
11520,all,9.48494910164
11244,3,10.5657867443
24777,2,8.30547139977
134246,1,21.4860832395
1968,all,9.44545133125
164596,2,9.11662581298
102447,2,7.8336
70110,all,8.87611360698
117618,2,6.83165894085
38751,1,4.70703736876
99860,2,43.1432873156
86754,2,8.75381642742
47031,1,8.21819342156
39165,4,16.6768751122
88323,3,10.2792946908
65547,2,14.371807616
84708,4,8.6041758336
87108,4,7.76954596612
20256,2,6.98005500833
93438,2,31.8495109214
86832,5,26.9146457274
100044,3,11.3385455853
63003,2,10.2830933585
26711,5,12.6835521889
74547,2,11.4696177327
72102,3,11.61867953
40137,3,12.8268738295
63621,5,9.25598074467
4932,4,12.3175988532
151247,3,39.2580743062
68448,all,6.6028225347
45252,all,7.56843499924
92286,1,31.8219989305
17313,3,6.84263948521
71871,all,8.41604318689
85781,4,30.9884446274
73410,all,11.2744643963
70641,all,9.29087723937
11943,2,8.22636661447
88956,1,7.79171036095
40842,all,7.82668487577
9114,all,13.6357452969
100044,1,7.66387995669
115419,4,8.47673249784
68352,1,3.8234904127
17373,all,12.3985696839
162377,2,13.2351069882
34818,all,6.94460166277
114483,1,26.636872013
168008,2,17.2765065624
98340,2,15.3338761281
62481,all,8.68477551297
93114,4,11.2588643642
160930,3,3.05431601431
26711,3,28.8402327972
53526,5,8.71737320787
5907,3,9.66455264122
58293,1,9.02109311048
79176,1,5.97961518186
34629,4,11.0067196453
151268,2,3.97648289035
40622,2,14.4564304712
75834,5,7.67079081929
48260,1,13.9559261228
11520,5,10.1411864654
17449,3,100.469974887
79179,all,7.18160549635
78234,1,12.1310894677
61656,3,7.54591880411
20121,4,8.14287575767
76278,all,9.28701799205
14754,3,9.06362900162
78375,all,10.8561478393
112694,3,10.9328703065
24777,1,8.66108239019
26765,2,9.60816143979
158080,1,27.7364503123
145951,1,56.0289753737
68808,all,7.71245161359
20121,3,9.83134080711
31665,4,12.389585246
14385,5,8.91432844119
151268,4,18.1812346525
88883,2,11.7718026713
65511,4,7.07404882949
78293,3,13.8314938377
28055,4,21.9770858404
111587,4,8.94855970513
14244,4,9.24977084675
55962,4,8.03127695696
102651,2,9.73737358208
30541,1,8.48094973695
549,2,7.7673536812
39165,1,7.90857966264
103299,1,4.12815459385
8718,all,7.02436925036
120237,4,10.7300144424
79221,all,17.9384368146
148624,1,18.1685872661
40842,3,6.54170124834
27624,3,10.204637858
99678,all,25.3837215052
14754,1,9.72686960884
57261,5,9.94008073852
8235,all,7.16752811361
29772,3,7.9979606615
27957,1,9.6392614089
42357,1,10.4362014635
104481,3,12.7936530001
2997,3,10.435484957
89223,all,6.85842790878
12372,5,11.1054269303
46751,5,10.2666738901
49191,all,15.0668319755
68016,3,33.2038562133
33696,all,11.858728095
34629,2,9.70860709417
79920,all,7.51129682519
164356,1,17.2448
4932,2,1.88068974195
40479,2,6.22445392932
2952,2,2.30003845333
94095,1,14.824005338
102453,3,9.08944906066
75834,1,9.15540237321
35793,all,9.96028545469
33558,2,10.331475522
9597,1,7.45376434702
14166,all,12.6850079534
76185,2,8.33388098926
90147,3,11.8587964887
46743,3,3.33591777678
52038,3,6.13302333488
2214,2,16.6914772694
33036,all,6.85918571746
95844,2,5.6999560292
23421,all,8.81369220767
141989,2,10.3168814738
65702,4,7.06967566306
94995,4,6.6450757611
6321,4,6.39322811141
71595,all,7.00599811522
124067,2,10.5794739138
134443,5,14.9176285864
108614,1,8.78180085853
47031,2,6.68238957236
40182,all,7.41056343519
9771,all,15.6585004095
100038,2,3.63134926378
33020,2,15.5551145507
2952,4,4.31997501544
73245,4,9.03545149772
3346,1,9.14566259502
104481,5,6.08090003531
58350,all,12.5380858435
84708,3,13.4081915692
14997,all,7.56925890817
158395,1,2.37399616832
10491,all,10.7867877377
43932,3,9.42879036771
44088,3,11.6750914051
152491,1,8.26453586921
68949,5,6.42006762977
92865,all,10.0168862634
46826,2,12.2530449886
15750,2,7.99503380239
12879,5,7.10123853031
142687,4,9.5220097079
116175,5,6.15764312856
1566,1,11.213181843
12501,3,12.8178425725
60132,3,8.97794303026
17449,1,6.50971970659
63003,3,13.5138807059
167182,5,10.1446651248
80559,2,6.42989007025
1013,5,14.9152997621
46800,all,6.93666929663
26520,1,7.54404595862
100038,3,8.42534086395
97187,5,15.2776085106
55545,2,7.62747742028
73569,3,16.7195966799
83655,1,8.51266902094
17449,5,13.9890147987
38727,1,2.58513184255
4833,3,9.37914753286
49836,all,7.37449330629
50793,5,8.52757814952
97467,all,7.85802331081
37397,5,4.17940354308
47556,all,6.96458913943
11892,all,6.7644094801
140237,4,5.47350986207
78363,all,13.6419152039
40449,all,6.80045382565
148624,2,10.2860298137
107942,4,41.2475245741
93438,3,40.0219431994
147091,5,12.986473622
75834,3,7.68473308127
14385,2,6.54824228301
12879,3,8.66364595198
1566,2,9.38869828636
132712,4,15.7824245547
103653,5,13.5756565366
95844,3,7.83040743166
49071,all,7.80474325264
8532,4,6.10623351375
121895,5,9.99554237531
30828,5,6.85487746381
19800,all,7.87974969868
72840,1,7.78861064237
108614,5,13.6570320594
93816,5,10.9987592574
92256,all,12.6239774093
48543,all,9.3382980792
88323,4,4.10731034349
93072,3,6.18882274197
10989,3,10.0877070833
20301,all,10.5129881394
51273,1,9.32035204917
89028,2,2.29530717607
73191,all,6.77360132805
1013,2,4.31320578129
77289,3,10.8199458223
34797,3,7.38305811412
1053,2,6.63301650267
18527,4,7.77057552569
103332,2,8.35100079729
29493,3,10.632454955
141323,1,8.47248979202
35793,4,9.42168541919
56703,all,11.8870483874
120237,3,11.0966497703
63747,4,10.8181079247
40722,1,7.78080120402
69339,3,6.6394726948
8175,all,18.0366473921
56004,1,9.04929465901
126168,4,19.5055573618
34257,4,5.34592396451
2980,2,10.7732697601
126330,1,13.7193505801
42645,3,10.9762796995
4833,5,10.7120703396
73854,all,7.20937161945
5961,5,8.00861936391
60615,5,8.82932584979
61218,all,7.65926423181
56472,5,5.45286689243
60471,1,8.73966798593
59310,5,10.8462764532
46950,4,8.1861251999
34275,5,9.52859402958
5952,all,7.49008032235
1104,all,12.0494094355
40707,all,6.69886383693
23601,3,2.52329598477
137158,5,7.15344680553
70722,1,6.10601324801
33110,4,18.6567911395
109701,2,14.140467652
82026,3,8.67366616056
93072,5,5.87544574159
73452,4,12.5588481248
123491,1,21.3637423032
5580,4,6.14764965668
33090,all,7.21952110818
58410,3,8.05807157957
93072,1,5.29325604214
48384,all,10.8695771554
34113,4,6.51294547239
95844,5,8.21101238929
115419,3,14.3392240722
64107,4,11.187955806
38646,3,8.16814945024
108002,3,11.7394720126
75051,all,10.9064739074
69006,4,10.4993802189
68649,2,7.52657148276
95234,5,12.753358639
82428,all,8.03025445658
102552,all,17.7509443682
26733,all,11.3890788803
139306,2,30.5560040479
69819,5,4.08558705747
75939,all,7.5814537491
79254,all,7.50494992788
27957,3,3.6640408625
67851,5,3.8828980121
59208,4,6.2664609237
126330,3,11.217123574
95568,3,14.3280003069
40866,1,4.26898846173
59070,2,7.40968899629
8532,2,8.79559508009
28055,1,20.7328
90333,2,8.32454750052
38238,all,6.60524408134
91071,1,8.32163350108
58452,4,3.71997501544
73452,3,11.0899555912
76185,5,37.2784
124817,1,15.1640388756
3063,all,7.19589030197
132712,2,7.6736
54711,5,6.04220816452
64644,3,2.19777866419
67371,1,7.77690864063
141323,3,8.16819547541
56169,all,14.7252510202
94239,3,44.0019168289
64002,all,7.44392350501
44325,4,7.28000574269
87201,4,6.38831079897
43335,all,7.76650194636
8472,all,7.18457800415
59208,all,15.0272571055
102651,5,8.15599142949
34797,1,6.75392156676
87108,3,6.44028806522
140698,2,10.3296377912
24777,3,12.9095638148
9636,5,6.50050262007
24876,5,6.88456629649
61083,all,7.1494813511
43956,3,8.97908800133
609,4,10.2746144173
119352,3,25.0292982354
31437,all,9.41107851212
140237,5,7.87058365306
73383,all,6.94244276639
94388,2,12.9843147257
63699,3,9.7783007813
54777,5,8.26492054744
30600,1,11.2860679563
56004,2,3.27596614774
93519,1,5.78122692839
49439,5,13.7059097344
58452,1,1.41572769731
88986,4,7.37168477139
67143,all,7.70247606536
149632,5,12.9812717131
38670,all,7.30391806198
48618,all,7.07256753774
103299,4,5.79277265224
40479,1,3.97858552486
38430,all,8.23969579246
60429,3,9.21145738098
36552,1,8.32705495379
11511,4,7.87331695897
84708,2,6.54666043252
44088,5,7.40446197512
46743,all,15.8315839585
20340,5,7.34370598914
88883,5,15.6232605541
107613,5,3.3011600912
115419,1,9.62880418816
51387,3,3.40568517163
79062,all,7.32304241728
75354,1,6.9586630088
93816,3,8.96255168217
62979,all,7.60391806198
123491,4,25.517825893
33366,all,7.40753172515
40413,all,6.77360132805
61872,3,7.13223844586
5052,3,5.85879370806
7011,2,9.37520657407
86136,3,6.7605332189
26520,2,9.3611438712
141323,4,9.39835276579
26745,1,15.5906787187
42951,3,9.14223795195
35277,all,8.0496252229
40731,all,6.89977762885
4932,5,6.71249491142
34302,5,5.76038338201
48831,all,6.86375118376
71883,all,7.4625999613
42425,3,9.41045089718
97187,1,10.384729889
88986,1,5.47436143598
28572,4,6.25128326698
34332,all,8.46834982312
38430,3,4.96616795799
52098,all,7.34543609379
58452,5,3.24692583198
36786,all,7.42471074006
69819,2,12.4848067034
158395,4,3.13096184996
26772,1,6.21268067838
74118,4,6.84760166722
39221,all,293.68659301
30840,2,5.99407022356
139306,4,22.9341808671
38655,3,7.63990767665
93438,5,14.6347266823
126588,5,8.22737828649
85182,2,8.69333423162
56643,3,13.5278509422
40245,all,6.48704920519
57231,all,11.0998754362
17313,1,3.56757025609
53085,3,6.0735506015
23421,1,1.71307411259
2061,5,9.27276014492
68649,3,6.79893680193
99678,4,4.24671376973
42654,4,8.82387777763
3363,5,9.30763012422
15837,all,8.04304825598
77289,1,9.91550943883
49566,all,7.71698184605
63009,all,7.02304241728
100044,2,6.64301324532
40467,5,11.1823377933
16645,5,2.62233696595
43932,2,1.66078202774
140698,4,21.2192
8322,all,7.89838421807
93816,all,26.9608553957
59790,all,8.06664655878
58782,1,2.45463342933
77289,5,10.9757798564
76209,all,6.90133102426
73188,all,6.84385471871
40479,3,9.66489700568
4833,4,3.41997501544
9114,4,3.74571051142
2901,all,7.31670453062
29160,4,7.06969978024
140698,5,11.7751863429
59310,3,7.9005756758
15807,2,2.03690003201
38229,3,4.89556357721
65511,5,6.27697470412
78387,4,4.39308123314
83655,3,6.27346615175
9750,5,5.07771149665
9543,2,6.2794508423
91620,all,4.7644669979
78054,4,5.66732988726
8274,4,6.11984283251
41814,5,5.59727788691
37397,4,3.11997501544
72327,3,5.12643182547
88779,3,9.3210441566
29028,2,7.648479033
79068,3,8.30534668993
60429,1,8.45419597617
2958,all,6.5385216757
46941,all,6.96208933845
57591,3,7.83061068756
90525,3,8.49841908172
78054,1,7.18503984156
9846,3,6.30759523404
34059,all,6.55104296891
65166,4,12.529914171
88986,2,8.40677936342
10113,1,3.15586184101
91071,4,17.9346346784
66384,1,1.91121261293
57231,3,5.14004349712
34797,2,5.43837218249
74418,1,5.76464195682
123491,2,20.004
48942,all,12.2768861643
68016,2,16.1780735835
42254,5,7.76617168556
46751,3,11.1008
38655,4,8.22870723539
60939,2,8.23179565074
53982,all,6.77543455523
9801,3,10.8543247018
37419,all,8.55156323282
16533,all,6.56081664356
